file_type,file_type_desc,is_primary_key,column_name,data_type,max_size,is_null,description
FI,Fixed Income Data,,UPDATE_DATE,Char,8,N,Date of update
FI,Fixed Income Data,Y,REC_TYPE,Num,2,N,1 = Coupon Date/Rate 2 = Factor Date/Rate 3 = Put Date/Price 4 = Call Date/Price 5 = Default Flag 50 = Rating
FI,Fixed Income Data,Y,REC_DATE,Char,8,Y,"Date associated with record, eg. Call Date, Put Date, et al"
FI,Fixed Income Data,,REC_VALUE,Char,22,N,"Value associated with record, eg. Call Price, Put Price, Factor et al"
AC,Asset Classification,Y,FUND_ID,Char,22,N,"Fund or Asset ID, CUSIP Number"
AC,Asset Classification,Y,ACL_DEF,Num,9,N,1 = Asset Type 2 = Investment Objective
AC,Asset Classification,Y,ACL_SOURCE,Char,60,N,Classification Source
AC,Asset Classification,Y,CLASSIFICATION,Char,100,Y,Classification
AC,Asset Classification,,WEIGHT,Num,"8,5",Y,Percentage weight of classification
AC,Asset Classification,,ACTION_FLAG,Char,1,N,"A=Add, D=Delete, U=Update"
AB,Account Balance,Y,SSN_TIN,Char,23,N,Investor's SSN or Tax Identification Number
AB,Account Balance,Y,ACCT_NUMBER,Char,20,N,Account Number
AB,Account Balance,Y,REC_TYPE,Num,2,N,1 = Balance Equity Amount 2 = Balance Equity PCT 3 = Margin Market Value
AB,Account Balance,Y,REC_DATE,Char,8,N,Record Date
AB,Account Balance,,REC_VALUE,Num,"16,2",N,Value associated with record.
AB,Account Balance,,ACTION_FLAG,Char,1,N,"A=Add, D=Delete, U=Update"
HEADER,Header Record,,RECORD_TYPE,Char,1,N,Identifies this record as a Header – “H”
HEADER,Header Record,,FILE_DESC,Char,40,N,A plain English description of the file contents.
HEADER,Header Record,,EFF_DATE,Char,8,N,Processed through date (YYYYMMDD)
HEADER,Header Record,,RUN_DATE,Char,8,N,Date Export was run (YYYYMMDD)
HEADER,Header Record,,RUN_TIME,Char,6,N,Time Export was run (HHMMSS)
TRAILER,Trailer Record,,RECORD_TYPE,Char,1,N,Identifies this record as a Trailer – “T”
TRAILER,Trailer Record,,REC_CNT,Char,20,N,Total number of records in the file
