record_name,position,picture,type,conditional_changes,field_name,scale,description,notes
B,708 - 708,X(01),AN,This feild applies to brokerage (GACT) trades only,total_amount_of_mark_up_down_sign,,"TOTAL AMOUNT OF MARK UP/DOWN SIGN, values include:
“+” = Mark up amount
“-” = Mark down amount
“     ” = Not Applicable or Zeroes","The following fields in positions 664-717 apply to brokerage (GACT) trades only.
The next four fields relate to FINRA/MSRB Mark-up/Mark-down Disclosure Rule and apply only to trades in Brokerage accounts (effective 5/14/2018)"
B,709 - 717,9(04)v9(05),N,This feild applies to brokerage (GACT) trades only,prevailing_market_price_percent,5,"PMP PERCENT; the sign for the percentage is the same as the sign for the Mark Up/Mark Down in position 708, above","The following fields in positions 664-717 apply to brokerage (GACT) trades only.
The next four fields relate to FINRA/MSRB Mark-up/Mark-down Disclosure Rule and apply only to trades in Brokerage accounts (effective 5/14/2018)"
B,718 - 729,X(12),AN,The following field applies only to transactions in Bank Custody accounts (effective 3rd Q 2019),fx_reference,,FX REFERENCE; for dividend and maturity redemption repatriation transactions,The following field applies only to transactions in Bank Custody accounts (effective 3rd Q 2019)
B,730 - 749,X(20),AN,,not_used,,Not Used,
B,750 - 750,X(01),AN,,end_of_detail_record_b,,Literally “X”; indicates the end of record B,
TRAILER,001 - 018,X(18),AN,,e_of_pershing,,Literally “EOF                           PERSHING     ” (end of Pershing file),
TRAILER,019 - 036,X(18),AN,,global_activity,,Literally “GLOBAL     ACTIVITY              ”,
TRAILER,037 - 046,X(10),AN,,data_of,,Literally “     DATA     OF         ”,
TRAILER,047 - 056,X(10),AN,,date_of_data,,DATE OF DATA = “MM/DD/CCYY”,
TRAILER,057 - 067,X(11),AN,,to_remote,,Literally “     TO     REMOTE     ”,
TRAILER,068 - 071,X(04),AN,,remote_id,,REMOTE ID = “XXXX”,
TRAILER,072 - 083,X(12),AN,,ends_here,,Literally “     ENDS     HERE.     ”,
TRAILER,084 - 105,X(22),AN,,total_detail_records,,Literally “TOTAL     DETAIL     RECORDS:     ”,
TRAILER,106 - 115,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,
TRAILER,116 - 749,X(634),AN,,not_used,,Not Used,
TRAILER,750 - 750,X(01),AN,,end_of_the_trailer_record,,Literally “Z”; indicates the end of the trailer record,
