record_name,position,picture,type,conditional_changes,field_name,scale,description,notes,,,,,,,,
I,126-155,X(30),AN,,individual_content_bfe_category_name,,INDIVIDUAL CONTENT BFE CATEGORY NAME,,,,,,,,,
I,156-163,X(08),AN,,for_pershing_internal_use_only,,For Pershing Internal Use Only,,,,,,,,,
I,164-253,X(90),AN,,individual_content_bfe_name,,INDIVIDUAL CONTENT BFE NAME,,,,,,,,,
I,254-293,X(40),AN,,individual_content_bfe_access_level,,INDIVIDUAL CONTENT BFE ACCESS LEVEL,,,,,,,,,
I,294-549,X(256),AN,,individual_content_bfe_description,,INDIVIDUAL CONTENT BFE DESCRIPTION; describes purpose of the content entitlement,,,,,,,,,
I,550-561,X(12),AN,,job_function_template_alternate_key_id,,JOB FUNCTION TEMPLATE ALTERNATE KEY ID,,,,,,,,,
I,562-724,X(163),AN,,not_used,,Not Used,,,,,,,,,
I,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if user is Introducing Firm enabled,,,,,,,,,
I,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
I,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
I,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record I,,,,,,,,,
J,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
J,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “J”,,,,,,,,,
J,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
J,010-017,9(08),N,,for_pershing_internal_use_only,,For Pershing Internal Use Only,,,,,,,,,
J,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
J,022-051,X(30),AN,,job_function_name,,JOB FUNCTION NAME,,,,,,,,,
J,052-059,X(08),AN,,effective_start_date_of_job_function,,"EFFECTIVE START DATE OF JOB FUNCTION, in CCYYMMDD format",,,,,,,,,
J,060-067,X(08),AN,,effective_end_date_of_user_content_entitlement,,"EFFECTIVE END DATE OF USER CONTENT ENTITLEMENT, in CCYYMMDD format; if no end date has been specified for job function then “99991231” will populate",,,,,,,,,
J,068-075,X(08),AN,,job_function_create_or_update_date,,"JOB FUNCTION CREATE OR UPDATE DATE, in CCYYMMDD format",,,,,,,,,
J,076-083,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; administrator who assigned or changed user entitlement,,,,,,,,,
J,084-113,X(30),AN,,category_name,,CATEGORY NAME; hierarchical category name of the BFE,,,,,,,,,
J,114-121,X(08),AN,,id_unique_bfe_identifier,,ID; Unique BFE Identifier,,,,,,,,,
J,122-211,X(90),AN,,bfe_name,,BFE NAME,,,,,,,,,
J,212-251,X(40),AN,,bfe_access_level,,BFE ACCESS LEVEL,,,,,,,,,
J,252-507,X(256),AN,,bfe_description,,BFE DESCRIPTION,,,,,,,,,
J,508-508,X(01),AN,,not_used,,Not Used,,,,,,,,,
J,509-512,X(04),AN,,template_owner,,TEMPLATE OWNER; IBD Number of Broker Dealer that owns the template,,,,,,,,,
J,513-524,X(12),AN,,job_function_template_alternate_key_id,,JOB FUNCTION TEMPLATE ALTERNATE KEY ID,,,,,,,,,
J,525-724,X(200),AN,,not_used,,Not Used,,,,,,,,,
J,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if IBD/Template is Introducing Firm enabled,,,,,,,,,
J,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
J,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
J,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record J,,,,,,,,,
K,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
K,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “K”,,,,,,,,,
K,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
K,010-017,9(08),N,,for_pershing_internal_use_only,,For Pershing Internal Use Only,,,,,,,,,
K,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
K,022-051,X(30),AN,,report_template_name,,REPORT TEMPLATE NAME,,,,,,,,,
K,052-059,X(08),AN,,effective_start_date_of_report_template,,"EFFECTIVE START DATE OF REPORT TEMPLATE, in CCYYMMDD format",,,,,,,,,
K,060-067,X(08),AN,,effective_end_date_of_user_content_entitlement,,"EFFECTIVE END DATE OF USER CONTENT ENTITLEMENT, in CCYYMMDD format; if no end date has been specified for job function then “99991231” will populate",,,,,,,,,
K,068-075,X(08),AN,,report_template_update_date,,"REPORT TEMPLATE UPDATE DATE, in CCYYMMDD format",,,,,,,,,
K,076-083,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; administrator who assigned or changed user entitlement,,,,,,,,,
K,084-113,X(30),AN,,category_name,,CATEGORY NAME; hierarchical category name of the BFE,,,,,,,,,
K,114-121,X(08),AN,,id_unique_bfe_identifier,,ID; Unique BFE Identifier,,,,,,,,,
K,122-211,X(90),AN,,bfe_name,,BFE NAME,,,,,,,,,
K,212-251,X(40),AN,,bfe_access_level,,BFE ACCESS LEVEL,,,,,,,,,
K,252-507,X(256),AN,,bfe_description,,BFE DESCRIPTION,,,,,,,,,
K,508-508,X(01),AN,,not_used,,Not Used,,,,,,,,,
K,509-512,X(04),AN,,template_owner,,TEMPLATE OWNER; IBD Number of Broker Dealer that owns the template,,,,,,,,,
K,513-524,X(12),AN,,job_function_template_alternate_key_id,,JOB FUNCTION TEMPLATE ALTERNATE KEY ID,,,,,,,,,
K,525-724,X(200),AN,,not_used,,Not Used,,,,,,,,,
K,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if IBD/Template is Introducing Firm enabled,,,,,,,,,
K,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
K,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
K,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record K,,,,,,,,,
L,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
L,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “L”,,,,,,,,,
L,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
L,010-017,9(08),N,,for_pershing_internal_use_only,,For Pershing Internal Use Only,,,,,,,,,
L,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
L,022-051,X(30),AN,,content_template_name,,CONTENT TEMPLATE NAME,,,,,,,,,
L,052-059,X(08),AN,,effective_start_date_of_content_template,,"EFFECTIVE START DATE OF CONTENT TEMPLATE, in CCYYMMDD format",,,,,,,,,
L,060-067,X(08),AN,,effective_end_date_of_content_template,,"EFFECTIVE END DATE OF CONTENT TEMPLATE, in CCYYMMDD format",,,,,,,,,
L,068-075,X(08),AN,,content_template_creation_or_last_update_date,,"CONTENT TEMPLATE CREATION OR LAST UPDATE DATE, in CCYYMMDD format",,,,,,,,,
L,076-083,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; administrator who assigned or changed user entitlement,,,,,,,,,
L,084-113,X(30),AN,,category_name,,CATEGORY NAME; hierarchical category name of the BFE,,,,,,,,,
L,114-121,X(08),AN,,bfe_id,,BFE ID; unique BFE identifier,,,,,,,,,
L,122-211,X(90),AN,,bfe_name,,BFE NAME,,,,,,,,,
L,212-251,X(40),AN,,bfe_access_level,,BFE ACCESS LEVEL,,,,,,,,,
L,252-507,X(256),AN,,bfe_description,,BFE DESCRIPTION,,,,,,,,,
L,508-508,X(01),AN,,billable_indicator,,"BILLABLE INDICATOR; values include:
“Y” = Billable
“N” = Not billable",,,,,,,,,
L,509-512,X(04),AN,,template_owner,,TEMPLATE OWNER; IBD Number of Broker Dealer that owns the template,,,,,,,,,
L,513-524,X(12),AN,,job_function_template_alternate_key_id,,JOB FUNCTION TEMPLATE ALTERNATE KEY ID,,,,,,,,,
L,525-724,X(200),AN,,not_used,,Not Used,,,,,,,,,
L,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if IBD/Template is Introducing Firm enabled,,,,,,,,,
L,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
L,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
L,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record L,,,,,,,,,
M,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
M,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “M”,,,,,,,,,
M,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
M,010-017,X(08),AN,,user_id,,USER ID; this is an eight-character User ID,,,,,,,,,
M,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
M,022-053,X(32),AN,,user_first_name,,USER FIRST NAME,,,,,,,,,
M,054-085,X(32),AN,,user_last_name,,USER LAST NAME,,,,,,,,,
M,086-093,X(08),AN,,id_creation_date,,"ID CREATION DATE, in CCYYMMDD format",,,,,,,,,
M,094-101,X(08),AN,,effective_start_of_date_profile,,"EFFECTIVE START OF DATE PROFILE, in CCYYMMDD format",,,,,,,,,
M,102-109,X(08),AN,,end_date_of_data_profile,,"END DATE OF DATA PROFILE, in CCYYMMDD format; if no end date has been specified for the job function user will see “99991231”",,,,,,,,,
M,110-110,X(01),AN,,data_profile_update_status_code,,"DATA PROFILE UPDATE STATUS CODE; value includes:
“A” = Active",,,,,,,,,
M,111-118,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; administrator who assigned or changed user entitlement,,,,,,,,,
M,119-126,X(08),AN,,user_content_entitlement_update_date,,"USER CONTENT ENTITLEMENT UPDATE DATE, in CCYYMMDD format; date when assigned to user or last updated",,,,,,,,,
M,127-138,X(12),AN,,data_profile_id,,DATA PROFILE ID,,,,,,,,,
M,139-170,X(32),AN,,data_profile_name,,DATA PROFILE NAME,,,,,,,,,
M,171-670,X(500),AN,,data_profile_description,,DATA PROFILE DESCRIPTION,,,,,,,,,
M,671-724,X(54),AN,,not_used,,Not Used,,,,,,,,,
M,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if user is Introducing Firm enabled,,,,,,,,,
M,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
M,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
M,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record M,,,,,,,,,
N,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
N,003-003,X(01),AN,,record_identifier,,Record Identifier = “N”,,,,,,,,,
N,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
N,010-017,X(08),AN,,user_id,,USER ID; this is an eight-character User ID,,,,,,,,,
N,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
N,022-053,X(32),AN,,user_first_name,,USER FIRST NAME,,,,,,,,,
N,054-085,X(32),AN,,user_last_name,,USER LAST NAME,,,,,,,,,
N,086-093,X(08),AN,,id_creation_date,,"ID CREATION DATE, in CCYYMMDD format",,,,,,,,,
N,094-101,X(08),AN,,effective_start_date_of_data_profile,,"EFFECTIVE START DATE OF DATA PROFILE, in CCYYMMDD format",,,,,,,,,
N,102-109,X(08),AN,,end_date_of_data_profile,,"END DATE OF DATA PROFILE, in CCYYMMDD format; if no end date has been specified for the job function user will see system default “99991231”",,,,,,,,,
N,110-110,X(01),AN,,user_data_profile_status_code,,"USER DATA PROFILE STATUS CODE; value includes:
“A” = Active",,,,,,,,,
N,111-118,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR,,,,,,,,,
N,119-126,X(08),AN,,effective_date_when_entitlement_assigned_to_the_user,,"EFFECTIVE DATE WHEN ENTITLEMENT ASSIGNED TO THE USER, in CCYYMMDD format",,,,,,,,,
N,127-147,X(21),AN,,data_entitlement,,DATA ENTITLEMENT = “IBD-OFF-IP#-Account”,,,,,,,,,
N,148-724,X(577),AN,,not_used,,Not Used,,,,,,,,,
N,725-733,X(09),AN,,introducing_firm,,INTRODUCING FIRM; if user is Introducing Firm enabled,,,,,,,,,
N,734-734,X(01),AN,,introducing_firm_context_enabled_indicator,,"INTRODUCING FIRM CONTEXT ENABLED INDICATOR; values include:
“Y” = Context enabled
“N” = Not context enabled
“” = Not applicable",,,,,,,,,
N,735-749,X(15),AN,,context_entitlement_name,,CONTEXT ENTITLEMENT NAME,,,,,,,,,
N,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record N,,,,,,,,,
P,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
P,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “P”,,,,,,,,,
P,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
P,010-017,X(08),AN,,user_id,,USER ID; this is an eight-character User ID,,,,,,,,,
P,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
P,022-053,X(32),AN,,user_first_name,,USER FIRST NAME,,,,,,,,,
P,054-054,X(01),AN,,user_middle_initial,,USER MIDDLE INITIAL,,,,,,,,,
P,055-086,X(32),AN,,user_last_name,,USER LAST NAME,,,,,,,,,
P,087-088,X(02),AN,,alternate_id_type,,ALTERNATE ID TYPE,,,,,,,,,
P,089-148,X(60),AN,,alternate_id_value,,ALTERNATE ID VALUE,,,,,,,,,
P,149-156,X(08),AN,,date_alternate_id_assigned,,"DATE ALTERNATE ID ASSIGNED, in CCYYMMDD format",,,,,,,,,
P,157-164,X(08),AN,,administrator_id_that_assigned_alternate_id,,ADMINISTRATOR ID THAT ASSIGNED ALTERNATE ID,,,,,,,,,
P,165-749,X(585),AN,,not_used,,Not Used,,,,,,,,,
P,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record P,,,,,,,,,
Q,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
Q,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “Q”,,,,,,,,,
Q,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
Q,010-017,9(08),AN,,template_id,,TEMPLATE ID,,,,,,,,,
Q,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
Q,022-051,X(30),AN,,template_name,,TEMPLATE NAME,,,,,,,,,
Q,052-052,X(01),AN,,template_type_code,,"TEMPLATE TYPE CODE; values include:
“J” = Job Function
“P” = Report Template
“C” = Content Template",,,,,,,,,
Q,053-060,X(08),AN,,template_effective_start_date,,"TEMPLATE EFFECTIVE START DATE, in CCYYMMDD format",,,,,,,,,
Q,061-068,X(08),AN,,template_effective_end_date,,"TEMPLATE EFFECTIVE END DATE, in CCYYMMDD format",,,,,,,,,
Q,069-080,X(12),AN,,domain_id,,DOMAIN ID,,,,,,,,,
Q,081-130,X(50),AN,,domain_name,,DOMAIN NAME,,,,,,,,,
Q,131-132,X(02),AN,,domain_usage_code,,"DOMAIN USAGE CODE; values include:
“DE” = Data entitlement domain
“AD” = Admin domain
“DF” = Default domain",,,,,,,,,
Q,133-182,X(50),AN,,structure_name,,STRUCTURE NAME; entity to which the domain belongs,,,,,,,,,
Q,183-190,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; ID of the administrator who created or last updated the Template/Domain relationship,,,,,,,,,
Q,191-198,X(08),AN,,domain_date,,DOMAIN DATE; date the Template/Domain relationship was created or last updated,,,,,,,,,
Q,199-202,X(04),AN,,template_ibd_id,,Template IBD ID,,,,,,,,,
Q,203-214,X(12),AN,,job_function_template_alternate_key_id,,JOB FUNCTION TEMPLATE ALTERNATE KEY ID,,,,,,,,,
Q,215-749,X(535),AN,,not_used,,Not Used,,,,,,,,,
Q,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record Q,,,,,,,,,
R,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
R,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “R”,,,,,,,,,
R,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
R,010-017,X(08),AN,,user_id,,USER ID; this is an eight-character User ID,,,,,,,,,
R,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
R,022-053,X(32),AN,,user_first_name,,USER FIRST NAME,,,,,,,,,
R,054-085,X(32),AN,,user_last_name,,USER LAST NAME,,,,,,,,,
R,086-093,X(08),AN,,user_creation_date,,"USER CREATION DATE, in CCYYMMDD format",,,,,,,,,
R,094-105,X(12),AN,,domain_id,,DOMAIN ID,,,,,,,,,
R,106-155,X(50),AN,,domain_name,,DOMAIN NAME,,,,,,,,,
R,156-157,X(02),AN,,domain_usage_code,,"DOMAIN USAGE CODE; values include:
“DE” = Data entitlement domain
“AD” = Admin domain
“DF” = Default domain",,,,,,,,,
R,158-207,X(50),AN,,structure_name,,STRUCTURE NAME; entity to which the domain belongs,,,,,,,,,
R,208-215,X(08),AN,,user_id_of_administrator,,USER ID OF ADMINISTRATOR; ID of the administrator who created or last updated the Template/Domain relationship,,,,,,,,,
R,216-223,X(08),AN,,domain_date,,DOMAIN DATE; date the Template/Domain relationship was created or last updated,,,,,,,,,
R,224-749,X(526),AN,,not_used,,Not Used,,,,,,,,,
R,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record R,,,,,,,,,
S,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “SP”,,,,,,,,,
S,003-003,X(01),AN,,record_identifier,,RECORD IDENTIFIER = “S”,,,,,,,,,
S,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,,,,,,,,,
S,010-017,X(08),AN,,user_id,,USER ID; this is an eight-character User ID,,,,,,,,,
S,018-021,X(04),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,,,,,,,,,
S,022-053,X(32),AN,,user_first_name,,USER FIRST NAME,,,,,,,,,
S,054-085,X(32),AN,,user_last_name,,USER LAST NAME,,,,,,,,,
S,086-093,X(08),AN,,user_creation_date,,"USER CREATION DATE, in CCYYMMDD format",,,,,,,,,
S,094-101,X(08),AN,,user_last_used_date_from_top_secret,,"USER LAST USED DATE FROM TOP SECRET, in CCYYMMDD format",,,,,,,,,
S,102-105,X(04),AN,,user_last_used_time_from_top_secret,,"USER LAST USED TIME FROM TOP SECRET, in HHMI format",,,,,,,,,
S,106-749,X(644),AN,,not_used,,Not Used,,,,,,,,,
S,750-750,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record S,,,,,,,,,
TRAILER,001-018,X(18),AN,,not_used,,Literally “EOFPERSHING” (end of Pershing file),,,,,,,,,
TRAILER,019-036,X(18),AN,,not_used,,Literally “SECURITY PROFILES”,,,,,,,,,
TRAILER,037-046,X(10),AN,,not_used,,Literally “DATA OF”,,,,,,,,,
TRAILER,047-056,X(10),AN,,date_of_data,,DATE OF DATA = “MM/DD/CCYY” format,,,,,,,,,
TRAILER,057-067,X(11),AN,,not_used,,Literally “TO REMOTE”,,,,,,,,,
TRAILER,068-071,X(04),AN,,remote_id,,REMOTE ID = “XXX”,,,,,,,,,
TRAILER,072-083,X(12),AN,,not_used,,Literally“ENDS HERE.”,,,,,,,,,
TRAILER,084-105,X(22),AN,,not_used,,Literally “TOTAL DETAIL RECORDS:”,,,,,,,,,
TRAILER,106-115,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,,,,,,,,,
TRAILER,116-749,X(634),AN,,not_used,,Not Used,,,,,,,,,
TRAILER,750-750,X(01),AN,,not_used,,Record Delimiter = “Z”; indicates the end of the trailer record,,,,,,,,,
