record_name,position,picture,type,conditional_changes,field_name,scale,description,notes
3,101 - 101,X(01),AN,,type_3_account_td_market_value_in_usde_sign,,"TYPE 3 ACCOUNT T/D MKT VALUE SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
3,102 - 119,9(16)v9(02),N,,type_3_account_equity,2,TYPE 3 ACCOUNT EQUITY,
3,120 - 120,X(01),AN,,type_3_account_equity_sign,,"TYPE 3 ACCOUNT EQUITY SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
3,121 - 138,9(16)v9(02),N,,type_3_account_unavailable_funds,2,"TYPE 3 ACCOUNT UNAVAILABLE FUNDS
Uncollected Funds",
3,139 - 139,X(01),AN,,type_3_account_unavailable_funds_sign,,"TYPE 3 ACCOUNT UNAVAIL. FUNDS SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount /Not Applicable",
3,140 - 157,9(16)v9(02),N,,type_3_account_cash_available,2,TYPE 3 ACCOUNT CASH AVAILABLE,
3,158 - 158,X(01),AN,,type_3_account_cash_available_sign,,"TYPE 3 ACCOUNT CASH AVAIL. SIGN
values include:
“+” = Debit Amount
“-” = Credit Amount",
3,159 - 241,X(83),AN,,not_used,,Not Used,
3,242 - 249,9(08),N,,date_of_data,,"DATE OF DATA, in CCYYMMDD format",
3,250 - 250,X(01),AN,,end_of_record_3,,Literally “X”; indicates the end of record 3,
5,001 - 002,X(02),AN,,transaction_code,,"TRANSACTION CODE
values include:
“GM” = GMON (Brokerage)
“N1” = GMN1 (Bank Custody)",
5,003 - 003,X(01),AN,,record_indicator,,RECORD INDICATOR VALUE = “5”,
5,004 - 011,9(08),N,,record_id_sequence_number,,"RECORD ID SEQUENCE NUMBER
begins with “00000001”",
5,012 - 020,X(09),AN,,account_number,,"ACCOUNT NUMBER
including Office (3), Base (6)",
5,021 - 021,X(01),AN,,account_type,,ACCOUNT TYPE = “3” (short account currency),
5,022 - 025,X(03),AN,,investment_professional_ip_number,,INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
5,026 - 028,X(03),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,
5,029 - 158,X(130),AN,,not_used,,Not Used,
5,159 - 176,9(16)v9(02),N,,type_3_account_td_foreign_currency_credit_balance_in_usde,2,TYPE 3 ACCOUNT T/D FOREIGN CURRENCY CREDIT BALANCE IN USDE,
5,177 - 177,X(01),AN,,type_3_account_td_foreign_currency_credit_balance_in_usde_sign,,"TYPE 3 ACCOUNT T/D FOREIGN CCY CREDIT BALANCE IN USDE SIGN
value includes:
“-” = Credit Amount",
5,178 - 195,9(16)v9(02),N,,type_3_account_td_foreign_currency_debit_balance_in_usde,2,TYPE 3 ACCOUNT T/D FOREIGN CURRENCY DEBIT BALANCE IN USDE,
5,196 - 196,X(01),AN,,type_3_account_td_foreign_currency_debit_balance_in_usde_sign,,"TYPE 3 ACCOUNT T/D FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
5,197 - 214,9(16)v9(02),N,,type_3_account_sd_foreign_currency_credit_balance_in_usde,2,TYPE 3 ACCOUNT S/D FOREIGN CURRENCY CREDIT BALANCE IN USDE,
5,215 - 215,X(01),AN,,type_3_account_sd_foreign_currency_credit_balance_in_usde_sign,,"TYPE 3 ACCOUNT S/D FOREIGN CCY CREDIT BALANCE IN USDE SIGN
value includes:
“-” = Credit Amount",
5,216 - 233,9(16)v9(02),N,,type_3_account_sd_foreign_currency_debit_balance_in_usde,2,TYPE 3 ACCOUNT S/D FOREIGN CURRENCY DEBIT BALANCE IN USDE,
5,234 - 234,X(01),AN,,type_3_account_sd_foreign_currency_debit_balance_in_usde_sign,,"TYPE 3 ACCOUNT S/D FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
5,235 - 241,X(07),AN,,not_used,,Not Used,
5,242 - 249,9(08),N,,date_of_data,,"DATE OF DATA, in CCYYMMDD format",
5,250 - 250,X(01),AN,,end_of_record_5,,Literally “X”; indicates the end of record 5,
8,001 - 002,X(02),AN,,transaction_code,,"TRANSACTION CODE
values include:
“GM” = GMON (Brokerage)
“N1” = GMN1 (Bank Custody)",
8,003 - 003,X(01),AN,,record_indicator,,RECORD INDICATOR VALUE = “8”,
8,004 - 011,9(08),N,,record_id_sequence_number,,"RECORD ID SEQUENCE NUMBER
begins with “00000001”",
8,012 - 020,X(09),AN,,account_number,,"ACCOUNT NUMBER
including Office (3), Base (6)",
8,021 - 021,X(01),AN,,account_type,,ACCOUNT TYPE = “8” (precious metals),
8,022 - 025,X(03),AN,,investment_professional_ip_number,,INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
8,026 - 028,X(03),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,
8,029 - 036,9(08),N,,type_8_account_usd_td_datestamp,,"TYPE 8 ACCOUNT USD T/D DATESTAMP
in CCYYMMDD format",
8,037 - 054,9(16)v9(02),N,,type_8_account_usd_td_balance,2,TYPE 8 ACCOUNT USD T/D BALANCE,
8,055 - 055,X(01),AN,,type_8_account_usd_td_balance_sign,,"TYPE 8 ACCOUNT USD T/D BALANCE SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount",
8,056 - 063,9(08),N,,type_8_account_usd_sd_datestamp,,"TYPE 8 ACCOUNT USD S/D DATESTAMP
in CCYYMMDD format",
8,064 - 081,9(16)v9(02),N,,type_8_account_usd_sd_balance,2,TYPE 8 ACCOUNT USD S/D BALANCE,
8,082 - 082,X(01),AN,,type_8_account_usd_sd_balance_sign,,"TYPE 8 ACCOUNT USD S/D BALANCE SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount",
8,083 - 100,9(16)v9(02),N,,type_8_account_td_market_value_in_usde,2,"TYPE 8 ACCOUNT T/D MARKET VALUE in USDE
Long MV for all positions (domestic and international) in type 8 A/C.
Excludes currency positions.",
8,101 - 101,X(01),AN,,type_8_account_td_market_value_in_usde_sign,,"TYPE 8 ACCOUNT T/D MARKET VALUE SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
8,102 - 119,9(16)v9(02),N,,type_8_account_equity,2,TYPE 8 ACCOUNT EQUITY,
8,120 - 120,X(01),AN,,type_8_account_equity_sign,,"TYPE 8 ACCOUNT EQUITY SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
8,121 - 138,9(16)v9(02),N,,type_8_account_unavailable_funds,2,"TYPE 8 ACCOUNT UNAVAILABLE FUNDS
(uncollected funds)",
8,139 - 139,X(01),AN,,type_8_account_unavailable_funds_sign,,"TYPE 8 ACCOUNT UNAVAILABLE FUNDS SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount /Not Applicable",
8,140 - 157,9(16)v9(02),N,,type_8_account_cash_available,2,TYPE 8 ACCOUNT CASH AVAILABLE,
8,158 - 158,X(01),AN,,type_8_account_cash_available_sign,,"TYPE 8 ACCOUNT CASH AVAILABLE SIGN
values include:
“+” = Debit Amount
“-” = Credit Amount",
8,159 - 176,9(16)v9(02),N,,type_8_account_td_foreign_currency_credit_balance_in_usde,2,TYPE 8 ACCOUNT T/D FOREIGN CCY CREDIT BAL. IN USDE,
8,177 - 177,X(01),AN,,type_8_account_td_foreign_currency_credit_balance_in_usde_sign,,"TYPE 8 ACCOUNT TD FOREIGN CCY CREDIT BALANCE IN USDE SIGN
value includes:
“-” = Credit Amount",
8,178 - 195,9(16)v9(02),N,,type_8_account_td_foreign_currency_debit_balance_in_usde,2,TYPE 8 ACCOUNT T/D FOREIGN CCY DEBIT BALANCE IN USDE,
8,196 - 196,X(01),AN,,type_8_account_td_foreign_currency_debit_balance_in_usde_sign,,"TYPE 8 ACCOUNT TD FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
8,197 - 214,9(16)v9(02),N,,type_8_account_sd_foreign_currency_credit_balance_in_usde,2,TYPE 8 ACCOUNT S/D FOREIGN CCY CREDIT BALANCE IN USDE,
8,215 - 215,X(01),AN,,type_8_account_sd_foreign_currency_credit_balance_in_usde_sign,,"TYPE 8 ACCOUNT S/D FOREIGN CCY CREDIT BALANCE IN USDE SIGN
value includes:
“-” = Credit Amount",
8,216 - 233,9(16)v9(02),N,,type_8_account_sd_foreign_currency_debit_balance_in_usde,2,TYPE 8 ACCOUNT S/D FOREIGN CCY DEBIT BALANCE IN USDE,
8,234 - 234,X(01),AN,,type_8_account_sd_foreign_currency_debit_balance_in_usde_sign,,"TYPE 8 ACCOUNT S/D FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
8,235 - 241,X(07),AN,,not_used,,Not Used,
8,242 - 249,9(08),N,,date_of_data,,"DATE OF DATA, in CCYYMMDD format",
8,250 - 250,X(01),AN,,end_of_record_8,,Literally “X”; indicates the end of record 8,
0,001 - 002,X(02),AN,,transaction_code,,"TRANSACTION CODE
values include:
“GM” = GMON (Brokerage)
“N1” = GMN1 (Bank Custody)",
0,003 - 003,X(01),AN,,record_indicator,,RECORD INDICATOR VALUE = “0”,
0,004 - 011,9(08),N,,record_id_sequence_number,,"RECORD ID SEQUENCE NUMBER
begins with “00000001”",
0,012 - 020,X(09),AN,,account_number,,"ACCOUNT NUMBER
including Office (3), Base (6)",
0,021 - 021,X(01),AN,,account_type,,ACCOUNT TYPE = “0” (DVP/RVP [COD]),
0,022 - 025,X(03),AN,,investment_professional_ip_number,,INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
0,026 - 028,X(03),AN,,introducing_broker_dealer_ibd_number,,INTRODUCING BROKER DEALER (IBD) NUMBER,
0,029 - 036,9(08),N,,type_0_account_usd_td_datestamp,,"TYPE 0 ACCOUNT USD T/D DATESTAMP
in CCYYMMDD format",
0,037 - 054,9(16)v9(02),N,,type_0_account_usd_td_balance,2,TYPE 0 ACCOUNT USD T/D BALANCE,
0,055 - 055,X(01),AN,,type_0_account_usd_td_balance_sign,,"TYPE 0 ACCOUNT USD T/D BALANCE SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount",
0,056 - 063,9(08),N,,type_0_account_usd_sd_datestamp,,"TYPE 0 ACCOUNT USD S/D DATESTAMP
in CCYYMMDD format",
0,064 - 081,9(16)v9(02),N,,type_0_account_usd_sd_balance,2,TYPE 0 ACCOUNT USD S/D BALANCE,
0,082 - 082,X(01),AN,,type_0_account_usd_sd_balance_sign,,"TYPE 0 ACCOUNT USD S/D BALANCE SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount",
0,083 - 100,9(16)v9(02),N,,type_0_account_td_market_value,2,"TYPE 0 ACCOUNT T/D MARKET VALUE
Long Market Value for all positions (domestic and international) in type 0 A/C.
This USDE value excludes currency positions.",
0,101 - 101,X(01),AN,,type_0_account_td_market_value_sign,,"TYPE 0 ACCOUNT T/D MARKET VALUE SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
0,102 - 119,9(16)v9(02),N,,type_0_account_equity,2,TYPE 0 ACCOUNT EQUITY,
0,120 - 120,X(01),AN,,type_0_account_equity_sign,,"TYPE 0 ACCOUNT EQUITY SIGN
values include:
“+” = Credit Amount
“-” = Debit Amount",
0,121 - 138,9(16)v9(02),N,,type_0_account_unavailable_funds,2,"TYPE 0 ACCOUNT UNAVAILABLE FUNDS
Uncollected Funds",
0,139 - 139,X(01),AN,,type_0_account_unavailable_funds_sign,,"TYPE 0 ACCOUNT UNAVAILABLE FUNDS SIGN
values include:
“-” = Credit Amount
“+” = Debit Amount /Not Applicable",
0,140 - 157,9(16)v9(02),N,,type_0_account_cash_available,2,TYPE 0 ACCOUNT CASH AVAILABLE,
0,158 - 158,X(01),AN,,type_0_account_cash_available_sign,,"TYPE 0 ACCOUNT CASH AVAILABLE SIGN
values include:
“+” = Debit Amount
“-” = Credit Amount",
0,159 - 176,9(16)v9(02),N,,type_0_account_td_foreign_currency_credit_balance_in_usde,2,TYPE 0 ACCOUNT T/D FOREIGN CURRENCY CREDIT BALANCE IN USDE,
0,177 - 177,X(01),AN,,type_0_account_td_foreign_currency_credit_balance_in_usde_sign,,"TYPE 0 ACCOUNT T/D FOREIGN CCY CREDIT BALANCE IN USDE SIGN
value includes:
“-” = Credit Amount",
0,178 - 195,9(16)v9(02),N,,type_0_account_td_foreign_currency_debit_balance_in_usde,2,TYPE 0 ACCOUNT T/D FOREIGN CURRENCY DEBIT BALANCE IN USDE,
0,196 - 196,X(01),AN,,type_0_account_td_foreign_currency_debit_balance_in_usde_sign,,"TYPE 0 ACCOUNT T/D FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
0,197 - 214,9(16)v9(02),N,,type_0_account_sd_foreign_currency_credit_balance_in_usde,2,TYPE 0 ACCOUNT S/D FOREIGN CURRENCY CREDIT BALANCE IN USDE,
0,215 - 215,X(01),AN,,type_0_account_sd_foreign_currency_credit_balance_in_usde_sign,,"TYPE 0 ACCOUNT S/D FOREIGN CCY CREDIT BALANCE IN SIGN
value includes:
“-” = Credit Amount",
0,216 - 233,9(16)v9(02),N,,type_0_account_sd_foreign_currency_debit_balance_in_usde,2,TYPE 0 ACCOUNT S/D FOREIGN CURRENCY DEBIT BALANCE IN USDE,
0,234 - 234,X(01),AN,,type_0_account_sd_foreign_currency_debit_balance_in_usde_sign,,"TYPE 0 ACCOUNT S/D FOREIGN CCY DEBIT BALANCE IN USDE SIGN
value includes:
“+” = Debit Amount",
0,235 - 241,X(07),AN,,not_used,,Not Used,
0,242 - 249,9(08),N,,date_of_data,,"DATE OF DATA, in CCYYMMDD format",
0,250 - 250,X(01),AN,,end_of_record_0,,Literally “X”; indicates the end of record 0,
TRAILER,001 - 018,X(18),AN,,e_of_pershing,,Literally “EOF                           PERSHING     ” (end of Pershing file),
TRAILER,019 - 037,X(19),AN,,global_moneyline,,Literally “GLOBAL     MONEYLINE              ”,
TRAILER,038 - 046,X(09),AN,,data_of,,Literally “DATA     OF         ”,
TRAILER,047 - 056,X(10),AN,,date_of_data,,DATE OF DATA = “MM/DD/CCYY”,
TRAILER,057 - 067,X(11),AN,,to_remote,,Literally “     TO    REMOTE    ”,
TRAILER,068 - 071,X(04),AN,,remote_id,,REMOTE ID = “XXXX”,
TRAILER,072 - 083,X(12),AN,,ends_here,,Literally “     ENDS     HERE.     ”,
TRAILER,084 - 105,X(22),AN,,total_detail_records,,Literally “TOTAL     DETAIL     RECORDS:     ”,
TRAILER,106 - 115,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,
TRAILER,116 - 249,X(134),AN,,not_used,,Not Used,
TRAILER,250 - 250,X(01),AN,,end_of_the_trailer_record,,Literally “Z”; indicates the end of the trailer record,
