record_name,position,picture,type,conditional_changes,field_name,scale,description,notes
J,319-353,X(35),AN,,ordering_institution_5,,ORDERING INSTITUTION 5,
J,354-493,X(146),AN,,not_used,,Not Used,Expanded
J,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
J,498-499,X(02),AN,,not_used,,Not Used,Expanded
J,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record J,
K,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
K,003-003,X(01),AN,,record_type,,RECORD TYPE = “K”,
K,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
K,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
K,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of the RTP being sent,
K,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
K,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
K,039-039,X(01),AN,,reserved,,Reserved,
K,040-051,X(12),AN,,enterprise_id,,ENTERPRISE ID,
K,052-052,X(01),AN,,direction_of_funds,,"DIRECTION OF FUNDS; values include: ""I"" = Incoming “O"" = Outgoing",
K,053-061,9(09),N,,standing_instruction_sequence_number,,STANDING INSTRUCTION SEQUENCE NUMBER,
K,062-096,X(35),AN,,standing_instruction_description,,STANDING INSTRUCTION DESCRIPTION,
K,97-105,X(09),AN,,aba_number,,ABA NUMBER,
K,106-140,X(35),AN,,bank_name,,BANK NAME,
K,141-157,X(17),AN,,bank_account_number,,BANK ACCOUNT NUMBER (DDA),
K,158-158,X(01),AN,,bank_account_type,,"BANK ACCOUNT TYPE; values include: ""C"" = Checking “S"" = Savings",
K,159-159,X(01),AN,,account_holder_type,,"ACCOUNT HOLDER TYPE; values include: ""E"" = Entity “I"" = Individuals “U"" = Unknown",
K,160-194,X(35),AN,,account_holder_1_name,,ACCOUNT HOLDER (1) NAME,
K,195-229,X(35),AN,,account_holder_2_name,,ACCOUNT HOLDER (2) NAME,
K,230-264,X(35),AN,,account_holder_3_name,,ACCOUNT HOLDER (3) NAME,
K,265-299,X(35),AN,,account_holder_4_name,,ACCOUNT HOLDER (4) NAME,
K,300-307,9(08),N,,last_used_date,,"LAST USED DATE, in CCYYMMDD format",
K,308-308,X(01),AN,,allowed_direction,,"ALLOWED DIRECTION; values include: ""D"" = Deposit “W” = Withdrawal “B” = Both “” = Not Applicable",
K,309-309,X(01),AN,,third_party_indicator,,"THIRD PARTY INDICATOR; values include: ""Y"" = Third Party “N"" = First Party “” = Not Applicable",
K,310-493,X(186),AN,,not_used,,Not Used,Expanded
K,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
K,498-499,X(02),AN,,not_used,,Not Used,Expanded
K,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record K,
M,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
M,003-003,X(01),AN,,record_type,,RECORD TYPE = “M”,
M,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
M,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
M,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
M,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
M,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
M,039-049,X(11),AN,,first_bank_bic_id,,FIRST BANK BIC ID,
M,050-084,X(35),AN,,first_bank_name,,FIRST BANK NAME,
M,085-104,X(20),AN,,first_bank_city,,FIRST BANK CITY,
M,105-134,X(30),AN,,first_bank_country,,FIRST BANK COUNTRY,
M,135-136,X(02),AN,,first_bank_branch_code,,FIRST BANK BRANCH CODE,
M,137-171,X(35),AN,,first_bank_account_number,,FIRST BANK ACCOUNT NUMBER,
M,172-201,X(30),AN,,not_used,,Not Used,
M,202-212,X(11),AN,,second_bank_bic_id,,SECOND BANK BIC ID,
M,213-247,X(35),AN,,second_bank_name,,SECOND BANK NAME,
M,248-267,X(20),AN,,second_bank_city,,SECOND BANK CITY,
M,268-297,X(30),AN,,second_bank_country,,SECOND BANK COUNTRY,
M,298-332,X(35),AN,,second_bank_account_number,,SECOND BANK ACCOUNT NUMBER,
M,333-362,X(30),AN,,not_used,,Not Used,
M,363-363,X(01),AN,,regulation_e_indicator,,"REGULATION E INDICATOR; values include:
“Y” = Regulation E eligible wire
“N” = Not Regulation E eligible wire",
M,364-379,X(16),AN,,transaction_identifier,,TRANSACTION IDENTIFIER,
M,380-382,X(03),AN,,currency_code,,CURRENCY CODE; see Appendix N for values,
M,383-390,9(08),N,,value_date,,"VALUE DATE, in CCYYMMDD format; the date the wire is credited at the receiving bank and is recorded in Pershing’s books",
M,391-493,X(108),AN,,not_used,,Not Used,Expanded
M,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
M,498-498,X(02),AN,,not_used,,Not Used,Expanded
M,499-499,X(01),AN,,ultimate_beneficiary_third_party_indicator,,"ULTIMATE BENEFICIARY THIRD PARTY INDICATOR; values include:
“Y” = First party
“N” = Third party",
M,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record M,
N,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
N,003-003,X(01),AN,,record_type,,RECORD TYPE = “N”,
N,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
N,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
N,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
N,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
N,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
N,039-073,X(35),AN,,further_credit_bank_account_number,,FURTHER CREDIT BANK ACCOUNT NUMBER; free-form,
N,074-143,X(70),AN,,further_credit_bank_account_name,,FURTHER CREDIT BANK ACCOUNT NAME; free-form,
N,144-173,X(30),AN,,further_credit_bank_account_country,,FURTHER CREDIT BANK ACCOUNT COUNTRY,
N,174-177,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
N,178-184,X(11),AN,,not_used,,Not Used,Expanded
N,185-219,X(35),AN,,ultimate_beneficiary_name_line_1,,"ULTIMATE BENEFICIARY NAME, Line 1",
N,220-254,X(35),AN,,ultimate_beneficiary_name_line_2,,"ULTIMATE BENEFICIARY NAME, Line 2",
N,255-289,X(35),AN,,ultimate_beneficiary_bank_account_number,,ULTIMATE BENEFICIARY BANK ACCOUNT NUMBER,
N,290-324,X(35),AN,,ultimate_beneficiary_additional_instructions_line_1,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 1",
N,325-359,X(35),AN,,ultimate_beneficiary_additional_instructions_line_2,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 2",
N,360-394,X(35),AN,,ultimate_beneficiary_additional_instructions_line_3,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 3",
N,395-429,X(35),AN,,ultimate_beneficiary_additional_instructions_line_4,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 4",
N,430-464,X(35),AN,,ultimate_beneficiary_additional_instructions_line_5,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 5",
N,465-499,X(35),AN,,ultimate_beneficiary_additional_instructions_line_6,,"ULTIMATE BENEFICIARY ADDITIONAL INSTRUCTIONS, Line 6",
N,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record N,
O,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
O,003-003,X(01),AN,,record_type,,RECORD TYPE = “O”,
O,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
O,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
O,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
O,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
O,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
O,039-073,X(35),AN,,additional_beneficiary_information_line_1,,"ADDITIONAL BENEFICIARY INFORMATION, Line 1",
O,074-108,X(35),AN,,additional_beneficiary_information_line_2,,"ADDITIONAL BENEFICIARY INFORMATION, Line 2",
O,109-143,X(35),AN,,additional_beneficiary_information_line_3,,"ADDITIONAL BENEFICIARY INFORMATION, Line 3",
O,144-178,X(35),AN,,additional_beneficiary_information_line_4,,"ADDITIONAL BENEFICIARY INFORMATION, Line 4",
O,179-213,X(35),AN,,additional_beneficiary_information_line_5,,"ADDITIONAL BENEFICIARY INFORMATION, Line 5",
O,214-248,X(35),AN,,bank_name,,BANK NAME,
O,249-283,X(35),AN,,sender_to_receiver_information_line_1,,"SENDER TO RECEIVER INFORMATION, Line 1",
O,284-318,X(35),AN,,sender_to_receiver_information_line_2,,"SENDER TO RECEIVER INFORMATION, Line 2",
O,319-353,X(35),AN,,sender_to_receiver_information_line_3,,"SENDER TO RECEIVER INFORMATION, Line 3",
O,354-388,X(35),AN,,sender_to_receiver_information_line_4,,"SENDER TO RECEIVER INFORMATION, Line 4",
O,389-423,X(35),AN,,sender_to_receiver_information_line_5,,"SENDER TO RECEIVER INFORMATION, Line 5",
O,424-458,X(35),AN,,sender_to_receiver_information_line_6,,"SENDER TO RECEIVER INFORMATION, Line 6",
O,459-464,X(06),AN,,not_used,,Not Used,
O,465-480,X(16),AN,,transaction_identifier,,TRANSACTION IDENTIFIER; Request ID,
O,481-483,X(03),AN,,currency_code,,CURRENCY CODE; see Appendix N for values,
O,484-493,X(16),AN,,not_used,,Not Used,Expanded
O,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
O,498-499,X(02),AN,,not_used,,Not Used,Expanded
O,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record O,
P,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
P,003-003,X(01),AN,,record_type,,RECORD TYPE = “P”,
P,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
P,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
P,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
P,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
P,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
P,039-073,X(35),AN,,sending_bank_information_line_1,,"SENDING BANK INFORMATION, Line 1",
P,074-108,X(35),AN,,sending_bank_information_line_2,,"SENDING BANK INFORMATION, Line 2",
P,109-143,X(35),AN,,sending_bank_information_line_3,,"SENDING BANK INFORMATION, Line 3",
P,144-178,X(35),AN,,sending_bank_information_line_4,,"SENDING BANK INFORMATION, Line 4",
P,179-213,X(35),AN,,sending_bank_information_line_5,,"SENDING BANK INFORMATION, Line 5",
P,214-248,X(35),AN,,intermediary_or_receiving_bank_information_line_1,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 1",
P,249-283,X(35),AN,,intermediary_or_receiving_bank_information_line_2,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 2",
P,284-318,X(35),AN,,intermediary_or_receiving_bank_information_line_3,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 3",
P,319-353,X(35),AN,,intermediary_or_receiving_bank_information_line_4,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 4",
P,354-388,X(35),AN,,intermediary_or_receiving_bank_information_line_5,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 5",
P,389-423,X(35),AN,,intermediary_or_receiving_bank_information_line_6,,"INTERMEDIARY or RECEIVING BANK INFORMATION, Line 6",
P,424-439,X(16),AN,,related_reference,,RELATED REFERENCE,
P,440-455,X(16),AN,,additional_related_reference,,ADDITIONAL RELATED REFERENCE,
P,456-493,X(44),AN,,not_used,,Not Used,Expanded
P,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
P,498-499,X(02),AN,,not_used,,Not Used,Expanded
P,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record P,
Q,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
Q,003-003,X(01),AN,,record_type,,RECORD TYPE = “Q”,
Q,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
Q,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
Q,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
Q,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
Q,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
Q,039-043,X(05),AN,,not_used,,Not Used,
Q,044-078,X(35),AN,,ordering_party_information_line_1,,"ORDERING PARTY INFORMATION, Line 1",
Q,079-113,X(35),AN,,ordering_party_information_line_2,,"ORDERING PARTY INFORMATION, Line 2",
Q,114-148,X(35),AN,,ordering_party_information_line_3,,"ORDERING PARTY INFORMATION, Line 3",
Q,149-183,X(35),AN,,ordering_party_information_line_4,,"ORDERING PARTY INFORMATION, Line 4",
Q,184-218,X(35),AN,,ordering_party_information_line_5,,"ORDERING PARTY INFORMATION, Line 5",
Q,219-253,X(35),AN,,account_with_institution_line_1,,"ACCOUNT WITH INSTITUTION, Line 1",
Q,254-288,X(35),AN,,account_with_institution_line_2,,"ACCOUNT WITH INSTITUTION, Line 2",
Q,289-323,X(35),AN,,account_with_institution_line_3,,"ACCOUNT WITH INSTITUTION, Line 3",
Q,324-358,X(35),AN,,account_with_institution_line_4,,"ACCOUNT WITH INSTITUTION, Line 4",
Q,359-393,X(35),AN,,account_with_institution_line_5,,"ACCOUNT WITH INSTITUTION, Line 5",
Q,394-493,X(106),AN,,not_used,,Not Used,
Q,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
Q,498-499,X(02),AN,,not_used,,Not Used,Expanded
Q,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record Q,
R,001-002,X(02),AN,,transaction_code,,TRANSACTION CODE = “CF”,
R,003-003,X(01),AN,,record_type,,RECORD TYPE = “R”,
R,004-009,9(06),N,,record_id_sequence_number,,RECORD ID SEQUENCE NUMBER; begins with “000001”,
R,010-019,X(10),AN,,account_number,,"ACCOUNT NUMBER, including Office (3), Base Account (6), and Type (1); see Record A position 010-019 for values",
R,020-034,9(13)v9(02),N,,transaction_amount,,TRANSACTION AMOUNT; amount of Fed Fund being sent,
R,035-035,X(01),AN,,transaction_amount_sign,,"TRANSACTION AMOUNT SIGN; values include:
“–” = Negative
“+” = Positive
“” = Unavailable or Zero Value",
R,036-038,X(03),AN,,investment_professional_ip_number_legacy,,INVESTMENT PROFESSIONAL (IP) NUMBER,
R,039-073,X(35),AN,,remittance_information_line_1,,"REMITTANCE INFORMATION, Line 1",
R,074-108,X(35),AN,,remittance_information_line_2,,"REMITTANCE INFORMATION, Line 2",
R,109-143,X(35),AN,,remittance_information_line_3,,"REMITTANCE INFORMATION, Line 3",
R,144-178,X(35),AN,,remittance_information_line_4,,"REMITTANCE INFORMATION, Line 4",
R,179-213,X(35),AN,,ordering_institution_information_line_1,,"ORDERING INSTITUTION INFORMATION, Line 1",
R,214-248,X(35),AN,,ordering_institution_information_line_2,,"ORDERING INSTITUTION INFORMATION, Line 2",
R,249-283,X(35),AN,,ordering_institution_information_line_3,,"ORDERING INSTITUTION INFORMATION, Line 3",
R,284-318,X(35),AN,,ordering_institution_information_line_4,,"ORDERING INSTITUTION INFORMATION, Line 4",
R,319-353,X(35),AN,,ordering_institution_information_line_5,,"ORDERING INSTITUTION INFORMATION, Line 5",
R,354-388,X(35),AN,,sender_correspondent_bank_line_1,,"SENDER CORRESPONDENT BANK, Line 1",
R,389-423,X(35),AN,,sender_correspondent_bank_line_2,,"SENDER CORRESPONDENT BANK, Line 2",
R,424-458,X(35),AN,,sender_correspondent_bank_line_3,,"SENDER CORRESPONDENT BANK, Line 3",
R,459-493,X(35),AN,,sender_correspondent_bank_line_4,,"SENDER CORRESPONDENT BANK, Line 4",
R,494-497,X(04),AN,,investment_professional_ip_number,,EXPANDED INVESTMENT PROFESSIONAL (IP) NUMBER,Expanded
R,498-499,X(02),AN,,not_used,,Not Used,Expanded
R,500-500,X(01),AN,,not_used,,Literally “X”; indicates the end of detail record R,
TRAILER,001-018,X(18),AN,,not_used,,Literally “EOFPERSHING” (end of Pershing file),
TRAILER,019-036,X(18),AN,,not_used,,Literally “CHECK&FUNDDTL”,
TRAILER,037-046,X(10),AN,,not_used,,Literally “DATAOF”,
TRAILER,047-056,X(10),AN,,date_of_data,,DATE OF DATA = “MM/DD/CCYY”,
TRAILER,057-067,X(11),AN,,not_used,,Literally “TOREMOTE”,
TRAILER,068-071,X(04),AN,,remote_id,,REMOTE ID = “XXXX”,
TRAILER,072-105,X(34),AN,,not_used,,Literally “ENDSHERE.TOTALDETAILRECORDS:”,
TRAILER,106-115,9(10),N,,number_of_detail_records,,NUMBER OF DETAIL RECORDS,
TRAILER,116-499,X(384),AN,,not_used,,Not Used,
TRAILER,500-500,X(01),AN,,not_used,,Literally “Z”; indicates the end of the trailer record,
