record_name,POSITION,PICTURE,TYPE,conditional_changes,field_name,DESCRIPTION,NOTES
W,063-087,X(25),AN,,first_name_of_politically_exposed_person,FIRST NAME OF POLITICALLY EXPOSED PERSON,NEW ACCOUNT-LEVEL INFORMATION
W,088-112,X(25),AN,,last_name_of_politically_exposed_person,LAST NAME OF POLITICALLY EXPOSED PERSON,NEW ACCOUNT-LEVEL INFORMATION
W,113-116,X(04),AN,,suffix_of_politically_exposed_person,SUFFIX OF POLITICALLY EXPOSED PERSON,NEW ACCOUNT-LEVEL INFORMATION
W,117-151,X(35),AN,,political_office_held,POLITICAL OFFICE HELD,NEW ACCOUNT-LEVEL INFORMATION
W,152-153,X(02),AN,,country_of_office,"COUNTRY OF OFFICE; see Appendix Q, “ACCT Codes and Values”",NEW ACCOUNT-LEVEL INFORMATION
W,154-154,X(01),AN,,foreign_bank_account_indicator,"FOREIGN BANK ACCOUNT INDICATOR; values include:
“Y” = Account is for a foreign bank
“N” = Account is not for a foreign bank
“U” = Unknown or not applicable","NEW ACCOUNT-LEVEL INFORMATION
NOTE: COPIED FROM RECORD A, position 673-673"
W,155-162,9(08),N,,foreign_bank_certification_date,"FOREIGN BANK CERTIFICATION DATE, in CCYYMMDD
format",NEW ACCOUNT-LEVEL INFORMATION
W,163-170,9(08),N,,foreign_bank_certification_expiration_date,"FOREIGN BANK CERTIFICATION EXPIRATION DATE, in
CCYYMMDD format",NEW ACCOUNT-LEVEL INFORMATION
W,171-171,X(01),AN,,central_bank_indicator,"CENTRAL BANK INDICATOR; values include:
“Y” = Account is a foreign central bank
“N” = Account is not a foreign central bank
“U” = Unknown",NEW ACCOUNT-LEVEL INFORMATION
W,172-172,X(01),AN,,account_for_foreign_financial_institution,"ACCOUNT FOR FOREIGN FINANCIAL INSTITUTION (non-
US Bank, non-US branch of US bank, B/D, futures merchant, commodities broker, etc.); values include:
“Y” = Yes
“N” = No
“” = Not applicable","NEW ACCOUNT-LEVEL INFORMATION
NOTE: The following field applies to Foreign Financial Institutions"
W,173-173,X(01),AN,,foreign_bank_account_operating_under_offshore_banking_license,"FOREIGN BANK ACCOUNT OPERATING UNDER
OFFSHORE BANKING LICENSE; values include:
“Y” = Yes
“N” = No
“” = Not applicable","NEW ACCOUNT-LEVEL INFORMATION
NOTE: The following four fields apply to Foreign Banking"
W,174-174,X(01),AN,,foreign_bank_account_operating_under_banking_license_issued_by_non_cooperative_country_or_territory,"FOREIGN BANK ACCOUNT OPERATING UNDER A BANKING LICENSE ISSUED BY A NON-COOPERATIVE
COUNTRY OR TERRITORY; values include:
“Y” = Yes
“N” = No
“” = Not applicable",NEW ACCOUNT-LEVEL INFORMATION
W,175-175,X(01),AN,,foreign_bank_account_operating_under_banking_license_issued_by_jurisdiction_subject_to_section_311_measures,"FOREIGN BANK ACCOUNT OPERATING UNDER A BANKING LICENSE ISSUED BY A JURISDICTION
SUBJECT TO SECTION 311 MEASURES; values include:
“Y” = Yes
“N” = No
“” = Not applicable",NEW ACCOUNT-LEVEL INFORMATION
W,176-177,X(02),AN,,number_of_people_or_entities_that_own_10percent_or_more_of_the_bank,"NUMBER OF PEOPLE OR ENTITIES THAT OWN 10% OR MORE OF THE BANK (IF THE BANK IS NOT PUBLICLY
TRADED); values are 01 - 10; space is a valid value",NEW ACCOUNT-LEVEL INFORMATION
W,178-178,X(01),AN,"Registration Type = BANK, FINL, INBD or NUBK",proprietary_account_owned_by_broker_dealer,"PROPRIETARY ACCOUNT OWNED BY BROKER DEALER;
values include (effective 06/24/2014):
“Y” = Account is a proprietary account owned by a BD
“N” = Account is not a proprietary account owned by a BD
“” = Not applicable or answered","NEW ACCOUNT-LEVEL INFORMATION
NOTE: The following field applies only to accounts whose Registration Type = BANK, FINL, INBD or NUBK"
W,179-181,X(03),AN,,not_used,Not Used,
W,182-182,X(01),AN,,telephone_1_transaction_code,"TELEPHONE 1 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1
NOTE: Telephone numbers will appear in alphabetical order based on TELEPHONE TYPE ID."
W,183-183,X(01),AN,,us_international_indicator_1,"US/INTERNATIONAL INDICATOR (1) (this field to be decommissioned and replaced with the associated country code in position 231, below; effective TBA)
“U” = US/Canada
“F” = International","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1
NOTE: This field to be decommissioned and replaced with the associated country code in position 231, below
NOTE: Effective TBA"
W,184-184,X(01),AN,,telephone_type_id_1,"TELEPHONE TYPE ID (1); values include:
“B” = Business
“C” = Cellular
“E” = Beeper
“F” = Fax
“H” = Home
“S” = Seasonal
“T” = Telex
“V” = Voice Mail","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1"
W,185-225,X(41),AN,,telephone_number_1,TELEPHONE NUMBER (1),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1"
W,226-230,X(05),AN,,country_calling_code_1,COUNTRY CALLING CODE; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1
NOTE: Effective TBA"
W,231-232,X(02),AN,,associated_country_code_1,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1
NOTE: Effective TBA"
W,233-239,X(07),AN,,telephone_extension_1,TELEPHONE EXTENSION (1),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 1"
W,240-240,X(01),AN,,telephone_2_transaction_code,"TELEPHONE 2 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2"
W,241-241,X(01),AN,,us_international_indicator_2,"US/INTERNATIONAL INDICATOR (2) (this field to be decommissioned and replaced with the associated country code in position 289, below; effective TBA)
“U” = US/Canada
“F” = International","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2
NOTE: This field to be decommissioned and replaced with the associated country code in position 289, below
NOTE: Effective TBA"
W,242-242,X(01),AN,,telephone_type_id_2,"TELEPHONE TYPE ID (2); see TELEPHONE TYPE ID (1),
position 184, for values","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2"
W,243-283,X(41),AN,,telephone_number_2,TELEPHONE NUMBER (2),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2"
W,284-288,X(05),AN,,country_calling_code_2,COUNTRY CALLING CODE; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2
NOTE: Effective TBA"
W,289-290,X(02),AN,,associated_country_code_2,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2
NOTE: Effective TBA"
W,291-297,X(07),AN,,telephone_extension_2,TELEPHONE EXTENSION (2),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 2"
W,298-298,X(01),AN,,telephone_3_transaction_code,"TELEPHONE 3 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3"
W,299-299,X(01),AN,,us_international_indicator_3,"US/INTERNATIONAL INDICATOR (3) (this field to be decommissioned and replaced with the associated country code in position 347, below; effective TBA)
“U” = US/Canada
“F” = International","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3"
W,300-300,X(01),AN,,telephone_type_id_3,"TELEPHONE TYPE ID (3); see TELEPHONE TYPE ID (1),
position 184, for values","ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3"
W,301-341,X(41),AN,,telephone_number_3,TELEPHONE NUMBER (3),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3"
W,342-346,X(05),AN,,country_calling_code_3,COUNTRY CALLING CODE; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3
NOTE: Effective TBA"
W,347-348,X(02),AN,,associated_country_code_3,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3
NOTE: Effective TBA"
W,349-355,X(07),AN,,telephone_extension_3,TELEPHONE EXTENSION (3),"ACCOUNT-LEVEL TELEPHONE NUMBER
TELEPHONE NUMBER 3"
W,356-356,X(01),AN,,telephone_4_transaction_code,"TELEPHONE 4 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 4
W,357-357,X(01),AN,,us_international_indicator_4,"US/INTERNATIONAL INDICATOR (4) (this field to be decommissioned and replaced with the associated country code in position 405, below; effective TBA)
“U” = US/Canada
“F” = International",TELEPHONE NUMBER 4
W,358-358,X(01),AN,,telephone_type_id_4,"TELEPHONE TYPE ID (4); see TELEPHONE TYPE ID (1),
position 184, for values",TELEPHONE NUMBER 4
W,359-399,X(41),AN,,telephone_number_4,TELEPHONE NUMBER (4),TELEPHONE NUMBER 4
W,400-404,X(05),AN,,country_calling_code_4,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 4
NOTE: Effective TBA"
W,405-406,X(02),AN,,associated_country_code_4,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 4
NOTE: Effective TBA"
W,407-413,X(07),AN,,telephone_extension_4,TELEPHONE EXTENSION (4),TELEPHONE NUMBER 4
W,414-414,X(01),AN,,telephone_5_transaction_code,"TELEPHONE 5 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 5
W,415-415,X(01),AN,,us_international_indicator_5,"US/INTERNATIONAL INDICATOR (5) (this field to be decommissioned and replaced with the associated country code in position 463, below; effective TBA)
“U” = US/Canada
“F” = International","TELEPHONE NUMBER 5
NOTE: This field to be decommissioned and replaced with the associated country code in position 463, below
NOTE: Effective TBA"
W,416-416,X(01),AN,,telephone_type_id_5,"TELEPHONE TYPE ID (5); see TELEPHONE TYPE ID (1),
position 184, for values",TELEPHONE NUMBER 5
W,417-457,X(41),AN,,telephone_number_5,TELEPHONE NUMBER (5),TELEPHONE NUMBER 5
W,458-462,X(05),AN,,country_calling_code_5,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 5
NOTE: Effective TBA"
W,463-464,X(02),AN,,associated_country_code_5,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 5
NOTE: Effective TBA"
W,465-471,X(07),AN,,telephone_extension_5,TELEPHONE EXTENSION (5),TELEPHONE NUMBER 5
W,472-472,X(01),AN,,telephone_6_transaction_code,"TELEPHONE 6 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 6
W,473-473,X(01),AN,,us_international_indicator_6,"US/INTERNATIONAL INDICATOR (6) (this field to be decommissioned and replaced with the associated country code in position 521, below; effective TBA)
“U” = US/Canada
“F” = International","TELEPHONE NUMBER 6
NOTE: This field to be decommissioned and replaced with the associated country code in position 521, below
NOTE: Effective TBA"
W,474-474,X(01),AN,,telephone_type_id_6,"TELEPHONE TYPE ID (6); see TELEPHONE TYPE ID (1),
position 184, for values",TELEPHONE NUMBER 6
W,475-515,X(41),AN,,telephone_number_6,TELEPHONE NUMBER (6),TELEPHONE NUMBER 6
W,516-520,X(05),AN,,country_calling_code_6,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 6
NOTE: Effective TBA"
W,521-522,X(02),AN,,associated_country_code_6,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 6
NOTE: Effective TBA"
W,523-529,X(07),AN,,telephone_extension_6,TELEPHONE EXTENSION (6),TELEPHONE NUMBER 6
W,530-530,X(01),AN,,telephone_7_transaction_code,"TELEPHONE 7 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 7
W,531-531,X(01),AN,,us_international_indicator_7,"US/INTERNATIONAL INDICATOR (7) (this field to be decommissioned and replaced with the associated country code in position 579, below; effective TBA)
“U” = US/Canada
“F” = International","TELEPHONE NUMBER 7
NOTE: This field to be decommissioned and replaced with the associated country code in position 579, below
NOTE: Effective TBA"
W,532-532,X(01),AN,,telephone_type_id_7,"TELEPHONE TYPE ID (7); see TELEPHONE TYPE ID (1),
position 184, for values",TELEPHONE NUMBER 7
W,533-573,X(41),AN,,telephone_number_7,TELEPHONE NUMBER (7),TELEPHONE NUMBER 7
W,574-578,X(05),AN,,country_calling_code_7,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 7
NOTE: Effective TBA"
W,579-580,X(02),AN,,associated_country_code_7,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 7
NOTE: Effective TBA"
W,581-587,X(07),AN,,telephone_extension_7,TELEPHONE EXTENSION (7),TELEPHONE NUMBER 7
W,588-588,X(01),AN,,telephone_8_transaction_code,"TELEPHONE 8 TRANSACTION CODE; values include:
“X” or “” = Unchanged record
“A” = Add telephone number
“C” = Change existing telephone number",TELEPHONE NUMBER 8
W,589-589,X(01),AN,,us_international_indicator_8,"US/INTERNATIONAL INDICATOR (8) (this field to be decommissioned and replaced with the associated country code in position 637, below; effective TBA)
“U” = US/Canada
“F” = International","TELEPHONE NUMBER 8
NOTE: This field to be decommissioned and replaced with the associated country code in position 637, below
NOTE: Effective TBA"
W,590-590,X(01),AN,,telephone_type_id_8,"TELEPHONE TYPE ID (8); see TELEPHONE TYPE ID (1),
position 184, for values",TELEPHONE NUMBER 8
W,591-631,X(41),AN,,telephone_number_8,TELEPHONE NUMBER (8),TELEPHONE NUMBER 8
W,632-636,X(05),AN,,country_calling_code_8,COUNTRY CALLING CODE; effective TBA,"TELEPHONE NUMBER 8
NOTE: Effective TBA"
W,637-638,X(02),AN,,associated_country_code_8,ASSOCIATED COUNTRY CODE; see Appendix Q for values; effective TBA,"TELEPHONE NUMBER 8
NOTE: Effective TBA"
W,639-645,X(07),AN,,telephone_extension_8,TELEPHONE EXTENSION (8),TELEPHONE NUMBER 8
W,646-695,X(50),AN,,email_address,E-MAIL ADDRESS,
W,696-696,X(01),AN,,external_positions_indicator,"EXTERNAL POSITIONS INDICATOR; values include:
“Y” = Account has external positions
“N” = Account does not have external position",
W,697-697,X(01),AN,,purge_eligible_indicator,"PURGE ELIGIBLE INDICATOR; values include:
“Y” = Account is Purge Eligible
“N” = Account is not Purge Eligible",
W,698-698,X(01),AN,,advisory_account_indicator,"ADVISORY ACCOUNT INDICATOR; values include:
“Y” = Advisory account
“N” = Not an Advisory account",
W,699-702,X(04),AN,,product_profile_code,"PRODUCT PROFILE CODE; values include:
“PMAS” = Managed Investments
“PSHG” = Pershing",
W,703-704,9(02),N,,cents_per_share_discount,CENTS PER SHARE DISCOUNT; actual % discounted,
W,705-714,X(10),AN,,for_pershing_internal_use_only,For Pershing Internal Use Only,
W,715-722,9(08),N,,option_disclosure_date,"OPTION DISCLOSURE DATE, in CCYYMMDD format",
W,723-745,X(23),AN,,for_pershing_internal_use_only,For Pershing Internal Use Only,
W,746-749,X(04),AN,,country_of_account_level_tax_residency,"COUNTRY OF ACCOUNT LEVEL TAX RESIDENCY; see
Appendix Q for country codes; additional values include:
“A1” = AF Americas except Canada
“A2” = AF Europe, Canada, Africa, Mid East
“A3” = AF Pacific
“FINT” = Foreign Intermediary
“UNPF” = Undocumented; presumed foreign
“UNPU” = Undocumented; presumed US",
W,750-750,X(01),AN,,end_of_record_w,Literally “X”; indicates the end of record W,
4,001-002,X(02),AN,,transaction_code,TRANSACTION CODE = “CI”,
4,003-003,X(01),AN,,record_indicator_value,RECORD INDICATOR VALUE = “4”,
4,004-011,9(08),N,,record_id_sequence_number,RECORD ID SEQUENCE NUMBER; begins with “00000001”,
4,012-020,X(09),AN,,account_number,"ACCOUNT NUMBER, including Office (3) and Base (6)",
4,021-023,X(03),AN,,introducing_broker_dealer_ibd_number,INTRODUCING BROKER DEALER (IBD) NUMBER,
4,024-024,X(01),AN,,not_used,Not Used,
4,025-027,X(03),AN,,investment_professional_ip_number,INVESTMENT PROFESSIONAL (IP) NUMBER,
4,028-028,X(01),AN,,not_used,Not Used,
4,029-038,X(10),AN,,account_short_name,ACCOUNT SHORT NAME,
4,039-040,X(02),AN,,not_used,Not Used,
4,041-041,X(01),AN,,record_transaction_code,"RECORD TRANSACTION CODE; values include:
“X” or “”= Unchanged record
“A” = Added record
“C” = Change to existing record",
4,042-045,X(04),AN,WEXC,account_suitability_obligation,"ACCOUNT SUITABILITY OBLIGATION; values include:
“WALL” = Waived for all recommendations
“AALL” = Accepted for all recommendations
“TIME” = Determined at time of each recommendation
“WEXC” = Waived exclusively for the recommendations involving the asset classes listed in the following fields
“”= Not applicable","KYC INVESTMENT KNOWLEDGE INFORMATION
NOTE: ASSET CLASSES WAIVED, when INSTITUTIONAL ACCOUNT SUITABILITY OBLIGATION value = “WEXC”"
4,046-046,X(01),AN,,equities,"EQUITIES, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,047-047,X(01),AN,,options,"OPTIONS, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,048-048,X(01),AN,,fixed_income,"FIXED INCOME, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,049-049,X(01),AN,,mutual_funds,"MUTUAL FUNDS, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,050-050,X(01),AN,,unit_investment_trusts,"UNIT INVESTMENT TRUSTS, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,051-051,X(01),AN,,exchange_traded_funds,"EXCHANGE TRADED FUNDS, values for each field include:
“Y” = Yes, waived for the specified security type
“N” = No, not waived for the specified security type
“”= Unknown or not applicable",KYC INVESTMENT KNOWLEDGE INFORMATION
4,052-081,X(30),AN,OTHER,other_investment_type,"OTHER INVESTMENT TYPE, 
When ASSET TYPE = “OTHER” (free-form)","KYC INVESTMENT KNOWLEDGE INFORMATION
NOTE: When ASSET TYPE = “OTHER” (free-form)"
4,082-082,X(01),AN,,other_investment_type_value,OTHER INVESTMENT TYPE VALUE,KYC INVESTMENT KNOWLEDGE INFORMATION
4,083-100,9(16)v9(02),N,,other_equity_investments_value,OTHER EQUITY INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,101-118,9(16)v9(02),N,,other_option_investments_value,OTHER OPTION INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,119-136,9(16)v9(02),N,,other_fixed_income_investments_value,OTHER FIXED INCOME INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,137-154,9(16)v9(02),N,,other_mutual_funds_investment_value,OTHER MUTUAL FUNDS INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,155-172,9(16)v9(02),N,,other_unit_investment_trust_inv_value,OTHER UNIT INVESTMENT TRUST INV. VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,173-190,9(16)v9(02),N,,other_exchange_traded_fund_inv_value,OTHER EXCHANGE TRADED FUND INV. VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,191-208,9(16)v9(02),N,,other_real_estate_investments_value,OTHER REAL ESTATE INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,209-226,9(16)v9(02),N,,other_insurance_investments_value,OTHER INSURANCE INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,227-244,9(16)v9(02),N,,other_annuities_variable_investments_value,OTHER ANNUITIES (VARIABLE) INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,245-262,9(16)v9(02),N,,other_annuities_fixed_investments_value,OTHER ANNUITIES (FIXED) INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,263-280,9(16)v9(02),N,,other_precious_metals_investments_value,OTHER PRECIOUS METALS INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,281-298,9(16)v9(02),N,,other_commodities_and_futures_inv_value,OTHER COMMODITIES and FUTURES INV. VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,299-328,X(30),AN,,other_not_listed_type_one,OTHER NOT LISTED TYPE ONE (free-form),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,329-346,9(16)v9(02),N,,other_not_listed_type_one_investments_value,OTHER NOT LISTED TYPE ONE INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,347-376,X(30),AN,,other_not_listed_type_two,OTHER NOT LISTED TYPE TWO (free-form),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,377-394,9(16)v9(02),N,,other_not_listed_type_two_investments_value,OTHER NOT LISTED TYPE TWO INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,395-424,X(30),AN,,other_not_listed_type_three,OTHER NOT LISTED TYPE THREE (free-form),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,425-442,9(16)v9(02),N,,other_not_listed_type_three_investments_value,OTHER NOT LISTED TYPE THREE INV. VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,443-472,X(30),AN,,other_not_listed_type_four,OTHER NOT LISTED TYPE FOUR (free-form),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,473-490,9(16)v9(02),N,,other_not_listed_type_four_investments_value,OTHER NOT LISTED TYPE FOUR INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,491-520,X(30),AN,,other_not_listed_type_five,OTHER NOT LISTED TYPE FIVE (free-form),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,521-538,9(16)v9(02),N,,other_not_listed_type_five_investments_value,OTHER NOT LISTED TYPE FIVE INVESTMENTS VALUE,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,539-546,9(08),N,,investment_time_horizon,"INVESTMENT TIME HORIZON, in CCYYMMDD format",OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,547-547,X(01),AN,,liquidity_needs,"LIQUIDITY NEEDS
Values include:
“H” = High
“M” = Medium
“L” = Low
“” = Not answered",OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,548-549,X(02),AN,,time_horizon_range,"TIME HORIZON RANGE
All values are IBD-driven; space is a valid value, effective TBA","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: Effective TBA"
4,550-555,X(06),AN,,not_used,Not Used,
4,556-556,X(01),AN,,are_there_other_investments,"ARE THERE OTHER INVESTMENTS?; values include:
“Y” = Yes; account has other investments
“N” = No; account does not have other investments
“W” = Account chooses not to disclose this information (investment information withheld)
“” = Not answered",OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,557-557,X(01),AN,,securitized_product_approval_level,SECURITIZED PRODUCT APPROVAL LEVEL (effective and values TBA),"OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: Effective and valuesTBA"
4,558-563,9(06),N,,securitized_product_disclosure_mailing_date,"SECURITIZED PRODUCT DISCLOSURE MAILING DATE, IN CCYYMM format (effective TBA)","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: Effective TBA"
4,564-565,X(02),AN,,not_used,Not Used,
4,566-566,X(01),AN,,speculation,SPECULATION; values include:,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,567-574,X(08),AN,,for_pershing_internal_use_only,For Pershing Internal Use Only,OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,575-610,X(36),AN,,assets_of_the_plan,ASSETS OF THE PLAN (for Retirement Accounts Only),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,611-612,9(02),N,,exempt_payee_code,EXEMPT PAYEE CODE; see Appendix Q for values (effective early second Q 2016),OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,613-613,X(01),AN,,exemption_from_fatca_reporting_code,"EXEMPTION FROM FATCA REPORTING CODE; see
Appendix Q for values (effective early second Q 2016)",OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
4,614-614,X(01),AN,,principal_income_accounting_indicator,"PRINCIPAL/INCOME ACCOUNTING INDICATOR; values
include:
“P” = Principal
“I” = Income (TBA)
“B” = Both Principal and Income, based on transaction indicator
“” = Not applicable","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
4,615-618,X(04),AN,,bnym_capacity,"BNYM CAPACITY; the capacity in which BNYM is acting to administer this account;  values include:
“SOTR” = Sole trustee
“COTR” = Co-trustee
“DITR” = Directed trustee
“CTDN” = Custodian
“SCUS” = Sub-custodian
“PLSP” = Plan sponsor
“” = Not applicable","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
4,619-622,X(04),AN,,firm_capacity,"FIRM CAPACITY; the capacity in which client firm is acting to administer this account; see position 615-618 above, for values","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
4,623-626,X(04),AN,,investment_authority,"INVESTMENT AUTHORITY; the Bank’s investment authority for this account; values include:
“FULL” = Full power
“FPEX” = Full power with exception
“FPCC” = Full power with courtesy call
“JTCO” = Joint co-fiduciary
“JTCX” = Joint co-fiduciary with exception
“JTFX” = Joint with flexibility
“SPEC” = Special
“SPEX” = Special with exception
“NONE” = No responsibility
“NOEX” = No responsibility except cash
“” = Not applicable","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
4,627-630,9(04),N,,fiscal_year_end_date,"FISCAL YEAR END DATE; last day of the account’s current fiscal year, in MMDD format","OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
4,631-633,X(03),AN,,reserved,Reserved,"OTHER INVESTMENTS HELD OUTSIDE OF THIS ACCOUNT
NOTE: The following fields (positions 614-651) apply only to Bank Custody Accounts"
